"","X","id_offer","adress","type","price","currency","surface_grnd","surface_good","nb_room","nb_bathroom","lat","lng","colonia","municipio","estado","desc_good","detailedListings.i.","mode"
"2269",2269,65679111,"Moras 332 ,  Tlacoquemecatl, Benito Juárez","Terreno / Lote",55950000,"MN",930,NA,NA,NA,19.3758769,-99.1732125,"Tlacoquemecatl","Benito Juárez","Ciudad de México","PROPIEDADES EN VENTA COLONIA DEL VALLE"" Son tres predios juntos de un sólo propietario: Actualmente tiene una construcción y los tres terrenos ya están fusionados. Ubicación: Calle Moras, Colonia Tlacoquemecatl (Del Valle), Alcaldía Benito Juárez, CDMX. Superficie Total: 930 m2 Frente: 30 m Fondo: 31 m Uso de Suelo: H / 4 / 20 / M (19 departamentos) Cuenta Catastral: 040_355_25, 040_355_24, 040_355_23","https://www.inmuebles24.com/propiedades/terreno-en-colonia-del-valle-65679111.html","Venta"
"2270",2270,65945758,"Penthouse en Colonia  del Valle,  Del Valle Centro, Benito Juárez","Departamento",9500000,"MN",219,134,3,3,19.3959874,-99.171134,"Del Valle Centro","Benito Juárez","Ciudad de México","Este cómodo Penthouse cuenta con tres habitaciones , todas con terraza. La habitación principal con un amplio walk in closet.Cuenta con roof garden privado de noventa m2  con acceso directo .   Sala y comedor con terraza al frente.Dos lugares de estacionamientos independientes , que no se estorban con vecinosCuenta con patio de lavado con ventilación natural Iluminación inteligente en todos los espacios.  Cerradura principal electrónica .Madera teka en regadera de baños.Urquiaga es un proyecto de sólo cuatro unidades, en la Colonia del Valle, a un par de cuadras del WTC. Una zona muy caminable, con cine, gimnasio, restaurantes y super mercado a unos pasos. Posibilidad de un tercer estacionamiento.Los mejores desarrollos en las zonas mas rentables de la ciudad.Investe.Mx","https://www.inmuebles24.com/propiedades/penthouse-con-roof-garden-privado-en-venta-en-colonia-65945758.html","Venta"
"2271",2271,65846827,"Rubens,  San Juan, Benito Juárez","Local en centro comercial",26000000,"MN",500,569,NA,NA,NA,NA,"San Juan","Benito Juárez","Ciudad de México","Placita comercial en venta de 500 m2 de terreno y 569 m2 de construcción, con 3 locales que se encuentran rentados, pero si lo deseas se pueden entregar desocupados, con buena ubicación, a un costado de Mega Soriana, Mixcoac, se encuentra entre Patriotismo y Av. Revolución. Local 1: 275 m2, actualmente rentado como pastelería con 5 baños. Local 2: 234 m2, actualmente rentado como salón de fiesta con 2 baños. Local 3: 60 m2, actualmente rentado como clínica auditiva con 1 baño. Venta $26'000,000. Contamos con más inmuebles consulta nuestra página:  Teléfono: 55 Ver datos","https://www.inmuebles24.com/propiedades/local-comercial-en-venta-en-san-juan-mixcoac-65846827.html","Venta"
"2272",2272,62521310,"Amores 1865,  Acacias, Benito Juárez","Departamento",4750000,"MN",176,176,3,3,19.3628323,-99.1719049,"Acacias","Benito Juárez","Ciudad de México","No dejes de conocer este departamento clásico, cerca de importantes vías de comunicación, restaurantes, metro, centros comerciales, parques, cafeterías, etc, etc. Cuenta con una estancia muy amplia con balcón. Clóset de visitas. Cocina de muy buen tamaño. Área de lavado. Cuarto de servicio. Tres recámaras: la principal con baño, vestidor y clóset, la secundaria con clóset y una tercera que se adapta como recámara o estudio. Un segundo baño completo para visitas y las dos habitaciones. Entrada directo al departamento. En cuarto piso. Un lugar de estacionamiento que lo mueve el portero para mayor comodidad. Vigilancia 24 hrs. Roof garden PRECIO NO NEGOCIABLE","https://www.inmuebles24.com/propiedades/departamento-en-venta-en-acacias-con-excelentes-62521310.html","Venta"
"2273",2273,64763603,"División de norte ,  Del Valle Centro, Benito Juárez","Departamento",7650000,"MN",NA,220,3,2,NA,NA,"Del Valle Centro","Benito Juárez","Ciudad de México","Venta departamento Penthouse en colonia del valle centro superficie habitable 220m2 Tres recámaras Estudio Sala de T.V 2.5 baños Cocina integral cerrada cuarto de lavado cuarto de servicio El Penthouse es de dos aguas y tiene doble altura Vigilancia 24 hrs Elevador tres estacionamientos Se aceptan créditos Bancarios, Cofinavit, Infonavit y Fovissste para todos Te ayudamos con tu crédito bancario Para más información y nuestro Aviso de Privacidad contáctanos a través de los medios disponibles Azucena Fernández propiedades Al ""Contactar"" para consultar esta propiedad, estás aceptando los ""Términos y Condiciones"" y ""Aviso de privacidad"". * Los gastos e impuestos de escrituración NO están incluidos en el precio de venta, así como el mobiliario, electrodomésticos y arte que se muestran en las fotografías. Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial.  Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles La publicación de la presente información NO representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles. No incluye el mobiliario mostrado en las fotografías.","https://www.inmuebles24.com/propiedades/departamento-penthouse-en-venta-en-colonia-del-valle-64763603.html","Venta"
"2274",2274,65074129,"Diagonal San Antonio 1908,  Narvarte Oriente, Benito Juárez","Departamento",3000000,"MN",60,60,2,2,19.401559,-99.1467247,"Narvarte Oriente","Benito Juárez","Ciudad de México","Departamento 2 Habitaciones 2 Baños Construida en 2022 1 Cajones Estacionamiento Cuarto Servicio Área Total 60 m² Metros Construidos 60 m² Nueva Medios Baños Hab. con Baño Garage Apartment House Category OPORTUNIDAD!! EL MEJOR DEPARTAMENTO AL MEJOR PRECIO!! Hoy en día conseguir un departamento de céntrico, nuevo y a buen precio en la Ciudad de México, es una tarea complicada. Pero si has llegado a este anuncio es porque has encontrado tu nuevo hogar. Tienes que conocer este hermoso departamento de 60 m2, ubicado a un kilómetro de Parque Delta y Viaducto Miguel Alemán. Desde este punto ¡nada esta lejos y tienes todo cerca! diversas opciones de avenidas principales, ejes viales y transporte público que conectan con diversas zonas de la ciudad, así como acceso a cuaquier servicio: supermercados, tiendas departamentales, tiendas de barrio, mercados, escuelas y una hermosa vida de barrio de la cual te enamorarás. La principal virtud de este departamento, es que el espacio se encuentra muy bien aprovechado; da la sensación de ser más grande, generando una sensación de confort a partir del espacio.Cuenta con dos amplios cuartos, dos baños y un lugar de estacionamiento. Hermosos acabados con laminado de madera, closets y cocina equipada. El edificio cuenta con seguridad 24 horas. Ubicación más diseño más buen precio, da un total de gran oportunidad. Llámanos y conoce este gran departamento.","https://www.inmuebles24.com/propiedades/departamento-en-venta-colonia-narvarte-65074129.html","Venta"
"2275",2275,65583976,"CALLE 3 # ,  San Pedro de los Pinos, Benito Juárez","Departamento",3100000,"MN",NA,84,3,1,NA,NA,"San Pedro de los Pinos","Benito Juárez","Ciudad de México","EXCELENTE UBICACIÓN DEPARTAMENTO EN VENTA >A DOS CUADRAS DEL METRO SN. PEDRO DE LOS PINOS >A DOS CUADRAS DE REVOLUCIÓN $3,400,000.00 84 m2 3 RECAMARAS COCINA ABIERTA CON BARRA 1.5 BAÑOS 1 CAJÓN DE ESTACIONAMIENTO CUARTO DE SERVICIO JAULA DE TENDIDO Y LAVADERO EN AZOTEA","https://www.inmuebles24.com/propiedades/venta-departamento-col.-san-pedro-de-los-pinos-65583976.html","Venta"
"2276",2276,65950042,"Calle miguel angel 137,  Santa María Nonoalco, Benito Juárez","Departamento",3080000,"MN",NA,62,2,2,19.3830278,-99.1878342,"Santa María Nonoalco","Benito Juárez","Ciudad de México","Estancia amplia e iluminada. Cocina abierta . Area de patio de SERVICIO . 2 habitaciones con closet. 2 baños completos. Un estacionamiento independiente techado. INTERIOR. ELEVADOR. 6 años construcción. 62.21 m2 Gas natural. Cerca estadio azul. Centro comercial manacar. 4 pisos edificio.","https://www.inmuebles24.com/propiedades/oportunidad-unica.-nonoalco.-odo-precio-65950042.html","Venta"
"2277",2277,65219024,"HERIBERTO FRIAS #235,  Narvarte Poniente, Benito Juárez","Departamento",8500000,"MN",227,182,3,2,19.3992435,-99.1595614,"Narvarte Poniente","Benito Juárez","Ciudad de México","HERIBERTO FRIAS, Narvarte Poniente $8,500,000 227 m2 182 m2 habitables mas 45 de roof garden privado semitechado. 3 recámaras (la principal con baño integrado) 2 baños Cocina con barra Sala- comedor con balcón Estudio Family room con balcón Terraza semitechada y con tarja Area de lavado 2 estacionamientos techados Pent House nuevo (2 años) en 3 niveles ,con acabados de lujo y mucha luz. Edificio pequeño con elevador, vigilancia privada 24/7 y circuito cerrado de TV CHECAR POR FAVOR EL VIDEO ADJUNTO PARA VER LA DISTRIBUCION Y ESPACIOS","https://www.inmuebles24.com/propiedades/ph-muy-iluminado-y-con-roof-garden-privado!-65219024.html","Venta"
"2278",2278,64687051,"Patricio Sanz,  Del Valle Sur, Benito Juárez","Departamento",7800000,"MN",175,175,3,2,19.3698827,-99.1755016,"Del Valle Sur","Benito Juárez","Ciudad de México","•Con una excelente ubicación, a 5 cuadras de Galerías Insurgentes, a dos cuadras de Walmart, a 4 cuadras de la Plaza City Shops del Valle, cerca de Insurgentes Sur, cerca de escuelas, iglesias, y vías de transporte importantes. •Edificio de tan sólo 5 departamentos, uno por piso. •2o. nivel. •Elevador que abre directo al departamento. •Exterior. •175 m2 habitables + balcón + 19 m2 de estacionamientos. •Amplísima e iluminada estancia con piso de madera y vista arbolada. •Balcón con acceso desde el comedor.•Cocina integral abierta, con barra desayunador, cubierta de granito y muebles al alto brillo. •Generosa despensa. •Área de lavado y tendido a lado de la cocina. •Cuarto de servicio con baño dentro del departamento. •Medio baño.•Sala de TV. •3 recámaras. •La recámara principal cuenta con baño completo y funcional vestidor. •Las otras dos habitaciones cuentan con clóset y comparten el segundo baño. •3 baños incluyendo el del cuarto de servicio. •2 estacionamientos. •Excelente estado de conservación.  5 razones por las que deberías vivir aquí:1.La ubicación permite realizar casi todas las actividades caminando porque está muy comunicado y con todos los servicios cerca. 2.El estado de conservación del departamento es excelente. 3.La amplitud de los espacios, además cuenta con cuarto de servicio, estudio y 3 recámaras, poco visto en la zona. 4.Los acabados del departamento son de muy buena calidad. 5.La relación calidad – precio es buenísima!. EasyBroker ID: EB-LC4547","https://www.inmuebles24.com/propiedades/venta-de-departamento-en-del-valle-175-m-sup2--con-64687051.html","Venta"
"2279",2279,65931241,"cadiz,  Álamos, Benito Juárez","Departamento",3630000,"MN",NA,72,2,2,19.3993450399617,-99.1443908706272,"Álamos","Benito Juárez","Ciudad de México","Cádiz se ubica en la Colonia Álamos en la parte Noroeste de la Alcaldía Benito Juárez, en la zona Centro-Sur de la Ciudad de México, a poco menos de 10 minutos se encuentra el Centro Comercial de Clase Mundial Parque Delta, a 30 minutos del Zócalo, colinda con la Av. Viaducto Miguel Alemán que te comunica con el Aeropuerto Internacional de la Ciudad de México y con la Calzada de Tlalpan. Por lo que su ubicación es muy céntrica y el tiempo de traslado a cualquier parte de la Ciudad resulta más rápido.","https://www.inmuebles24.com/propiedades/departamento-en-alamos-65931241.html","Venta"
"2280",2280,62919100,"Emiliano Zapata 456,  Santa Cruz Atoyac, Benito Juárez","Departamento",3850000,"MN",NA,106,2,2,19.3696864,-99.1626645,"Santa Cruz Atoyac","Benito Juárez","Ciudad de México","El departamento más exclusivo de este condominio con una terraza enorme para reuniones. Planta baja. 2 Recámaras. 2 Baños completos. Cocina abierta con un diseño muy moderno. 1 Lugar de estacionamiento. En una ubicación privilegiada atrás de Plaza Universidad, con todos los servicios caminando (supermercado, tiendas de todo tipo, farmacias, centros comerciales, escuelas). La construcción y el diseño es moderna minimalista y genera un espacio muy agradable y eficiente. El departamento ha sido equipado con persianas, canceles de baño y varios accesorios con los que se vende el departamento. El departamento cuenta con vigilancia las 24 horas y acceso al garage automatizado.","https://www.inmuebles24.com/propiedades/departamento-en-venta-en-colonia-portales.-con-terraza-62919100.html","Venta"
"2281",2281,65878219,"Gustavo rodin,  Nápoles, Benito Juárez","Departamento",3400000,"MN",75,75,2,NA,19.3794657,-99.1817674,"Nápoles","Benito Juárez","Ciudad de México","Vendo muy bien ubicado de. EasyBroker ID: EB-LY1331","https://www.inmuebles24.com/propiedades/vendo-departamento-en-napoles-cerca-wtc-65878219.html","Venta"
"2282",2282,64473763,"RIO BECERRA ,  Nápoles, Benito Juárez","Departamento",4125600,"MN",76,76,1,2,NA,NA,"Nápoles","Benito Juárez","Ciudad de México","Residencial Rio Becerra 453 (RB453) consta de 23 departamentos y se encuentra ubicado en una de las colonias con mayor desarrollo y plusvalía de la CDMX. La colonia Nápoles se caracteriza por su excelente comunicación y propuesta comercial / residencial. Su ubicación estratégica rodeada de amplias vías de circulación cómo: Viaducto, Insurgentes Sur y Eje 5 Sur le permiten tener movilidad y fácil acceso a cualquier zona de la ciudad. Este residencial está enfocado en satisfacer los gustos más exigentes ya que ofrece amplios espacios , pisos de madera de ingeniería, cubiertas de granito en cocina y además cuenta con roof garden para disfrutar al aire libre el increíble clima de la ciudad. El diseño es innovador y versátil , el acceso como los espacios de estacionamiento son cómodos para conseguir el mayor bienestar día a día. Además, contará con estacionamiento exclusivo de bicicletas ya que está rodeado por la mejor conexión de carril de bicicletas del sur de la CDMX. Por ser una construcción de obra nueva está garantizado el mayor nivel de seguridad cumpliendo con los estándares actuales. 23 departamentos Desde 76 m2 hasta 191 m2 1 o 2 recámaras 2 baños Sala / Comedor / Cocina abierta /Area de lavado 1 ó 2 cajones de estacionamiento que no se estorban con otros vecinos!! Disponibles desde $4,125,600 y hasta $8,239,000 Acabados… –Duela a base de madera de ingeniería –Porcelanico en baños –Cubierta de cuarzo gris o blanco en cocina –Duela sintética de apariencia de madera en terrazas Fecha de entrega Mazo 2023 Formas de Pago: 0% DESCUENTO- Pago 100% de contado a la hora del contrato de compraventa. 5% DESCUENTO - Pago 50% enganche + 50% en 12 mensualidades. TRADICIONAL - Pago 30% enganche + 30% en 12 mensualidades + 40% al momento de escrituración. Accede a nuestro sitio! y conoce más de este desarrollo :https://dreamlivingnow.com.mx/desarrollo-rio-becerra-453/ NOTA .- Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria.","https://www.inmuebles24.com/propiedades/departamentos-en-venta-desarrollo-rio-becerra-453-64473763.html","Venta"
